"","Location","variable","mean","lower","upper"
"142","Jiangsu","PrEx",8.55220749528034,5.21968767832737,12.1647205584853
"143","Jiangsu","PeakSize",570.003204307503,550.656839184863,594.933539682768
"144","Jiangsu","PeakTime",3.78133333333333,3,5
"145","Jiangxi","kappa",0.010300141247943,0.00342101317192642,0.0174651469699739
"146","Jiangxi","beta",0.372006723784624,0.277610409701956,0.461765803956652
"147","Jiangxi","m",1481.22938211995,1287.53080856777,1826.21932132388
"148","Jiangxi","deviance",159.831631409766,155.770278239888,168.545669327665
"149","Jiangxi","R0",4.1385539028498,3.08840021184383,5.13711862711866
"150","Jiangxi","R(t)",1.34380404156083,1.17743925386035,1.51033200295781
"151","Jiangxi","PrEx",4.9377931223555,1.26318348563916,10.0036767120273
"152","Jiangxi","PeakSize",854.980367104221,823.254082974766,904.293537626608
"153","Jiangxi","PeakTime",2.58666666666667,2,4
"154","Jilin","kappa",0.00464531027879049,0.000166769823861213,0.0141609877508592
"155","Jilin","beta",0.496212185945291,0.358877595663991,0.619352513035315
"156","Jilin","m",137.272710180975,121.372641798268,164.123444132982
"157","Jilin","deviance",89.892833435905,85.490845300068,98.1085645184839
"158","Jilin","R0",5.52033269155226,3.99249309009922,6.89026191243287
"159","Jilin","R(t)",1.22216452994644,0.931186630411501,1.5191718987693
"160","Jilin","PrEx",1.65622950495959,0.0521665088131906,5.87613036752736
"161","Jilin","PeakSize",83.4171473173239,80.349493895969,88.3831034422524
"162","Jilin","PeakTime",1.77266666666667,1,3
"163","Liaoning","kappa",0.0166867135271293,0.00555122148176555,0.0318372247471689
"164","Liaoning","beta",0.166907398055569,0.0539780136802778,0.33113380200034
"165","Liaoning","m",440.78438858498,190.234258469041,1220.42472150478
"166","Liaoning","deviance",106.648368521025,102.569147356954,113.630420709399
"167","Liaoning","R0",1.85683542654809,0.600502369720412,3.6838449442312
"168","Liaoning","R(t)",0.951123484203673,0.501653214921811,1.30984449051358
"169","Liaoning","PrEx",27.7233118089885,4.94131386694551,60.3748292229565
"170","Liaoning","PeakSize",124.546379937244,111.996476941171,155.29695776696
"171","Liaoning","PeakTime",6.07533333333333,1,17
"172","Ningxia Hui","kappa",0.00764323195299876,0.00237451670493051,0.015626504276758
"173","Ningxia Hui","beta",0.178623770746158,0.103012926751977,0.296444843098641
"174","Ningxia Hui","m",337.361030207154,130.230701945642,757.233828059211
"175","Ningxia Hui","deviance",78.3928339287961,75.030437911486,85.1658757180067
"176","Ningxia Hui","R0",1.98717941450771,1.14601302287267,3.29793222526771
"177","Ningxia Hui","R(t)",1.32554433916943,0.937095994157943,1.73858405644029
"178","Ningxia Hui","PrEx",18.9860019887555,4.47296016787456,37.2358250873639
"179","Ningxia Hui","PeakSize",76.8456963119336,56.4153117095944,119.266591158734
"180","Ningxia Hui","PeakTime",11.4953333333333,3,23
"181","Qinghai","kappa",0.0379511452600755,0.00452367057506357,0.101755538191711
"182","Qinghai","beta",0.169012973174979,0.00529367227026459,0.48997408051397
"183","Qinghai","m",69.6225890252622,28.2732987879478,223.625522847438
"184","Qinghai","deviance",40.8984584095798,37.9116172362109,47.2258608525446
"185","Qinghai","R0",1.88025983146079,0.058891806609375,5.45093411908418
"186","Qinghai","R(t)",0.590255675625596,0.0339794097413627,1.52522763800412
"187","Qinghai","PrEx",45.976349300356,3.03038451026029,96.7233111156137
"188","Qinghai","PeakSize",20.3872586907902,17.5427365532609,31.0065588479961
"189","Qinghai","PeakTime",4.79266666666667,1,18
"190","Shaanxi","kappa",0.0147017916961436,0.00700104953384817,0.0217432084821625
"191","Shaanxi","beta",0.281711508306574,0.197735437166254,0.365687767304875
"192","Shaanxi","m",445.105012375883,375.698254991333,574.381270327489
"193","Shaanxi","deviance",108.299532534931,104.295217381499,116.297287708292
"194","Shaanxi","R0",3.1340247034214,2.19979562974215,4.06825586701015
"195","Shaanxi","R(t)",1.20201711967365,1.05524532053378,1.34809958742894
"196","Shaanxi","PrEx",9.76965961631944,3.52199341070242,18.286805724309
"197","Shaanxi","PeakSize",231.191614825655,223.54043286278,243.911215693806
"198","Shaanxi","PeakTime",2.86166666666667,2,5
"199","Shandong","kappa",0.010965427794261,0.00518962726879228,0.0163301470223167
"200","Shandong","beta",0.198818669047671,0.123848307364175,0.285400866928157
"201","Shandong","m",1737.50837548317,1039.85260710336,3966.8574854859
"202","Shandong","deviance",138.24154642719,134.361282020825,145.88158801777
"203","Shandong","R0",2.21184652356719,1.37780546165638,3.17506861081918
"204","Shandong","R(t)",1.31466481016249,1.10075532546438,1.51683035746778
"205","Shandong","PrEx",15.8353169705081,6.33185345369474,28.2462065554496
"206","Shandong","PeakSize",584.041612794987,517.889239805983,753.255209330984
"207","Shandong","PeakTime",7.00933333333333,3,16
"208","Shanghai","kappa",0.0268104568418748,0.0104668639835223,0.0384018468439126
"209","Shanghai","beta",0.247107724880068,0.105044495165587,0.382734205387152
"210","Shanghai","m",615.103391062869,502.617379229859,965.656414840148
"211","Shanghai","deviance",95.3420554007937,90.8629828625353,103.888504100377
"212","Shanghai","R0",2.7490595568343,1.16861410734102,4.25789653301041
"213","Shanghai","R(t)",1.00977555457881,0.695683045584357,1.22308460618881
"214","Shanghai","PrEx",19.4749757813624,4.40345417692751,45.8160673866374
"215","Shanghai","PeakSize",315.691990392713,307.706331200813,330.520872596094
"216","Shanghai","PeakTime",2.54033333333333,2,5
"217","Shanxi","kappa",0.0114965557355187,0.00603351394361225,0.0166409182755125
"218","Shanxi","beta",0.278771017845639,0.205975548442889,0.349634083626134
"219","Shanxi","m",284.335204256345,237.611731488706,369.866676457456
"220","Shanxi","deviance",87.6013577765514,83.8094808868136,95.346301782696
"221","Shanxi","R0",3.10131191223959,2.29146640476712,3.88965953797649
"222","Shanxi","R(t)",1.32882923659805,1.17320668672341,1.48358881837425
"223","Shanxi","PrEx",8.84809697962251,3.48545765462297,15.9582907807778
"224","Shanxi","PeakSize",132.606844213892,126.342941915282,142.549594611765
"225","Shanxi","PeakTime",3.74433333333333,3,6
"226","Sichuan","kappa",0.0149458983378122,0.00947093959118671,0.019735766485106
"227","Sichuan","beta",0.202280506897098,0.127244734895238,0.269188819450579
"228","Sichuan","m",1212.09814772361,900.203073705669,2129.1242045924
"229","Sichuan","deviance",125.783179329051,121.651152719986,133.972177730863
"230","Sichuan","R0",2.2503592751568,1.41559052712891,2.9947104934203
"231","Sichuan","R(t)",1.18946891766467,1.00914501902597,1.34009031074819
"232","Sichuan","PrEx",17.291003250855,9.25222442949421,29.723885148076
"233","Sichuan","PeakSize",469.732876776107,443.39106786508,530.951299753153
"234","Sichuan","PeakTime",5.02433333333333,3,10
"235","Tianjin","kappa",0.00593952507593862,0.000822081189260686,0.0157142556387694
"236","Tianjin","beta",0.193542394009043,0.10994715396244,0.313393640105768
"237","Tianjin","m",565.211008455817,216.54111724483,1187.09228467185
"238","Tianjin","deviance",94.4486641482672,91.4783761295869,101.673111690641
"239","Tianjin","R0",2.1531482601824,1.22315591102574,3.48648663979239
"240","Tianjin","R(t)",1.49370438925711,1.00650004990537,1.92814175755549
"241","Tianjin","PrEx",13.5133834268171,0.995976024767008,34.0715012804885
"242","Tianjin","PeakSize",151.800612624392,112.323326983077,226.340291985881
"243","Tianjin","PeakTime",10.9656666666667,4,21
"244","Xinjiang Uyghur","kappa",0.0047401173635404,0.00160678846216437,0.0104205349643651
"245","Xinjiang Uyghur","beta",0.196489953825041,0.146221612390329,0.28091948925411
"246","Xinjiang Uyghur","m",359.387311285881,144.746309975459,603.832838836984
"247","Xinjiang Uyghur","deviance",67.7297869056908,64.0140079536414,75.5029135004921
"248","Xinjiang Uyghur","R0",2.18593969754213,1.62670722314508,3.12521353595819
"249","Xinjiang Uyghur","R(t)",1.71626299882845,1.38101869143634,2.06639284188559
"250","Xinjiang Uyghur","PrEx",12.2149606100349,2.65097084417393,22.5472821935392
"251","Xinjiang Uyghur","PeakSize",97.5264216503784,66.8515376139498,137.219617999161
"252","Xinjiang Uyghur","PeakTime",13.425,6,20
"253","Yunnan","kappa",0.029427834917147,0.0153913495156272,0.0421466023637308
"254","Yunnan","beta",0.256103729865758,0.11688579783795,0.393950405578711
"255","Yunnan","m",284.777646232236,227.189502561132,451.844014806326
"256","Yunnan","deviance",109.691415459599,105.43228829249,117.578588992321
"257","Yunnan","R0",2.84913960690657,1.30034793432934,4.3826761300179
"258","Yunnan","R(t)",0.936123294555245,0.716582441785902,1.1357130073672
"259","Yunnan","PrEx",18.9425313370325,6.30689607688125,39.9677284259011
"260","Yunnan","PeakSize",154.796796160985,150.491226153327,163.830423425381
"261","Yunnan","PeakTime",2.03,1,5
"262","Zhejiang","kappa",0.0164039418433497,0.00417931459246947,0.0292109481725234
"263","Zhejiang","beta",0.313245252797766,0.0941729669231987,0.460031256852557
"264","Zhejiang","m",2467.8179912812,1747.06870192577,7899.03586379561
"265","Zhejiang","deviance",188.20053986292,183.208766045419,200.624684972941
"266","Zhejiang","R0",3.48483583932724,1.04766896640447,5.11782188803207
"267","Zhejiang","R(t)",1.02788124053065,0.768363826052215,1.26573089564438
"268","Zhejiang","PrEx",11.5939534837782,1.6124195472359,41.7265225679791
"269","Zhejiang","PeakSize",1151.05805494197,1096.38769053477,1441.50879756401
"270","Zhejiang","PeakTime",2.53033333333333,1,13
